lead_id,created_at,first_name,last_name,email,phone,country,source,campaign,funnel_type,landing_page,utm_source,utm_medium,utm_campaign,assigned_setter,assigned_closer,current_stage,lead_score,contacted_at,first_response_at,booking_id,sale_id
lead_6e4b2be07bfc,2026-06-19T18:32:29,Jose,Brown,lorikoch@example.net,479.937.8105,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,65,2026-06-19T21:00:29,2026-06-19T18:59:29,,
lead_2b0e5aab09fd,2026-06-06T01:26:45,Dawn,Martinez,ghorne@example.net,1-386-999-6988,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Casey Bennett,New Lead,65,2026-06-06T03:24:45,2026-06-06T02:38:45,,
lead_5d6134b596ca,2026-01-28T02:25:57,Nicole,Duran,torrestricia@example.com,271 472 4630,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Morgan Reed,New Lead,70,2026-01-28T05:00:57,2026-01-28T02:50:57,,
lead_d0cd61232518,2026-03-07T03:09:19,Michelle,Downs,lpage@example.com,238 397 2833,Mexico,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Casey Bennett,New Lead,91,2026-03-07T03:30:19,2026-03-07T03:25:19,,
lead_d3c1f469b927,2026-05-05T01:03:06,Edward,Rodriguez,kjohnson@example.net,(228) 809-8322,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,60,2026-05-05T02:17:06,2026-05-05T01:12:06,,
lead_d11220dcf341,2026-02-08T16:36:27,Bradley,Wilson,jerrysmall@example.org,986.766.1008,Mexico,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Riley Carter,New Lead,65,2026-02-08T17:28:27,2026-02-08T19:23:27,,
lead_56dce4f362dc,2026-06-12T01:26:56,Samantha,Rhodes,jmartinez@example.org,1-635-614-0384,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Riley Carter,New Lead,51,2026-06-12T04:00:56,2026-06-12T01:54:56,,
lead_70d90fcd0710,2026-06-03T15:21:01,Debra,Davidson,lawrencekari@example.com,1-268-235-4695,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Riley Carter,New Lead,79,2026-06-03T15:26:01,2026-06-03T15:49:01,,
lead_cb7a18757ae5,2026-01-25T02:42:23,Austin,Gonzalez,bryantkaren@example.org,154-596-7150,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Casey Bennett,New Lead,92,2026-01-25T05:34:23,2026-01-25T02:47:23,,
lead_3a6d91d179e1,2026-05-06T04:55:11,Ryan,Compton,fhenderson@example.org,965-411-3407,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Casey Bennett,New Lead,53,2026-05-06T06:02:11,2026-05-06T05:05:11,,
lead_63213b070303,2026-04-27T07:02:09,Mario,Ross,kelsey70@example.net,358-366-8348,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Taylor Brooks,Casey Bennett,New Lead,67,2026-04-27T08:39:09,2026-04-27T07:25:09,,
lead_aaaecccb01fe,2026-05-15T19:24:59,Nicholas,Swanson,mmoore@example.com,883-868-8891,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Riley Carter,New Lead,75,2026-05-15T19:59:59,2026-05-15T19:33:59,,
lead_77e90a4adc33,2026-02-01T14:55:23,Allison,Fleming,eharrington@example.com,759-625-7197,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Casey Bennett,New Lead,33,2026-02-01T17:28:23,2026-02-01T17:42:23,,
lead_2ceb820bdeeb,2026-03-11T09:32:13,Andrew,Wheeler,andrewmiller@example.com,1 (978) 982-6041,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Casey Bennett,New Lead,56,2026-03-11T10:18:13,2026-03-11T10:10:13,,
lead_33772ba089a1,2026-01-10T11:01:40,Melissa,Juarez,sarah17@example.com,1 (885) 177-7412,Canada,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Taylor Brooks,Morgan Reed,New Lead,67,2026-01-10T12:20:40,2026-01-10T11:47:40,,
lead_583bc98d0fbe,2026-05-29T11:42:38,Kenneth,Guzman,davisemily@example.net,(824) 199-6264 x222,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Riley Carter,New Lead,65,2026-05-29T12:11:38,2026-05-29T12:01:38,,
lead_4452ffa6bb6e,2026-06-10T13:16:11,Matthew,Matthews,tbrown@example.com,1 (642) 185-4570,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,53,2026-06-10T16:16:11,2026-06-10T15:36:11,,
lead_fdb1558438ef,2026-01-19T14:36:57,Ryan,Wagner,kirkdonald@example.com,309-001-6356 x407,Canada,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Alex Morgan,Morgan Reed,New Lead,46,2026-01-19T16:57:57,2026-01-19T15:34:57,,
lead_7a0865383d0d,2026-03-14T10:22:19,Jason,Taylor,gbraun@example.org,(895) 400-1788 x224,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Morgan Reed,New Lead,65,2026-03-14T12:31:19,2026-03-14T10:37:19,,
lead_34c527f0c18a,2026-02-12T22:27:48,John,Taylor,ijones@example.com,671-058-0119,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Riley Carter,New Lead,62,2026-02-12T23:20:48,2026-02-13T00:15:48,,
lead_fb4aa39e4a8a,2026-03-23T00:58:28,Theresa,Bishop,gblackwell@example.net,352.610.5370,Mexico,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Alex Morgan,Morgan Reed,New Lead,67,2026-03-23T03:00:28,2026-03-23T01:23:28,,
lead_14f341e2f5ef,2026-03-09T14:46:32,James,Johnson,pachecobrittney@example.net,507-418-9485,United States,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Alex Morgan,Casey Bennett,New Lead,67,2026-03-09T16:10:32,2026-03-09T14:58:32,,
lead_c64fe7ff672f,2026-02-03T10:32:36,Jeremy,Brewer,jgutierrez@example.net,(265) 294-4716,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Morgan Reed,New Lead,59,2026-02-03T11:54:36,2026-02-03T11:39:36,,
lead_820eb34be6c5,2026-01-28T15:26:33,Susan,Mcguire,tiffanyharris@example.com,(413) 104-5025 x896,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Morgan Reed,New Lead,61,2026-01-28T16:29:33,2026-01-28T15:48:33,,
lead_def39d5aa66a,2026-05-15T03:26:45,Gabrielle,Jones,jason57@example.com,(835) 268-0648 x606,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Jordan Lee,Casey Bennett,New Lead,56,2026-05-15T03:59:45,2026-05-15T03:49:45,,
lead_e584c730320c,2026-01-07T08:49:30,James,Kelley,patricia88@example.org,(142) 536-4628 x055,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Casey Bennett,New Lead,51,2026-01-07T11:42:30,2026-01-07T11:46:30,,
lead_1a70d7bbbadd,2026-01-09T09:42:23,Sean,Wallace,janet65@example.com,1 (151) 562-3920,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Morgan Reed,New Lead,47,2026-01-09T10:03:23,2026-01-09T10:06:23,,
lead_bb28f916259a,2026-04-25T02:25:43,Amber,Cook,daniel74@example.net,291-311-1786,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Morgan Reed,New Lead,64,2026-04-25T03:21:43,2026-04-25T03:25:43,,
lead_2b2662db27b4,2026-02-23T20:39:51,Carolyn,Parks,markphillips@example.com,+1 (502) 206-9535,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Riley Carter,New Lead,78,2026-02-23T23:12:51,2026-02-23T20:58:51,,
lead_3dbe27dd6306,2026-04-09T01:02:51,Holly,Miller,whitneyorozco@example.net,127 595 0026,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Morgan Reed,New Lead,57,2026-04-09T03:32:51,2026-04-09T02:45:51,,
lead_3259541efb75,2026-02-24T17:32:52,Christian,Rodriguez,michellearias@example.com,1-879-507-4071,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Morgan Reed,New Lead,74,2026-02-24T18:20:52,2026-02-24T17:39:52,,
lead_e8dd7b34fb2d,2026-06-29T11:14:01,Janet,Richard,dlarson@example.com,1 (503) 100-6493,Mexico,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Taylor Brooks,Casey Bennett,New Lead,70,2026-06-29T12:13:01,2026-06-29T11:33:01,,
lead_f6889595a28a,2026-03-27T08:59:28,Kendra,Smith,smithmichael@example.org,(260) 894-1184,France,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Casey Bennett,New Lead,72,2026-03-27T11:56:28,2026-03-27T09:05:28,,
lead_3a67fa851fe4,2026-02-11T14:35:21,Stephanie,Mooney,nicole92@example.net,1 (253) 595-2056,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Alex Morgan,Casey Bennett,New Lead,69,2026-02-11T16:51:21,2026-02-11T14:47:21,,
lead_0f4a3e727faa,2026-04-11T22:06:21,Arthur,Russell,khudson@example.org,869-680-1867,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Riley Carter,New Lead,42,2026-04-11T22:45:21,2026-04-11T22:39:21,,
lead_579d55c194f2,2026-01-08T21:14:58,Jose,Osborne,wendymason@example.net,133 944 9530,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Casey Bennett,New Lead,68,2026-01-08T21:40:58,2026-01-08T21:37:58,,
lead_fa8dd24b60a0,2026-05-23T22:49:17,Philip,Ellis,matthewsmith@example.org,1 (301) 736-5426,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Morgan Reed,New Lead,66,2026-05-24T00:13:17,2026-05-23T23:25:17,,
lead_4f92dc723535,2026-06-16T02:17:34,Justin,Stevens,isaiah02@example.net,133 451 1009,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,30,2026-06-16T04:11:34,2026-06-16T04:57:34,,
lead_00054cf6e2c0,2026-02-04T19:35:09,Dawn,Stafford,kellyadam@example.net,(368) 430-2116 x673,France,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Jordan Lee,Riley Carter,New Lead,58,2026-02-04T19:43:09,2026-02-04T21:35:09,,
lead_f89df96367bb,2026-04-12T11:46:59,Christina,Smith,susan75@example.net,(787) 592-1299 x642,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Morgan Reed,New Lead,36,2026-04-12T14:39:59,2026-04-12T12:02:59,,
lead_bafc007d1d27,2026-05-24T23:19:27,Brandon,Ashley,robertbrock@example.org,827-558-2147,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Casey Bennett,New Lead,72,2026-05-25T00:07:27,2026-05-24T23:47:27,,
lead_8c30a27f11d2,2026-01-24T20:06:47,Pamela,Neal,aaronwallace@example.org,1 (323) 802-3621,Mexico,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,81,2026-01-24T21:10:47,2026-01-24T20:35:47,,
lead_cb74aeaafd1b,2026-05-29T17:41:20,Carlos,Meadows,boydrenee@example.net,959-161-1863,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Casey Bennett,New Lead,57,2026-05-29T20:14:20,2026-05-29T17:51:20,,
lead_c0e105b98166,2026-04-05T02:05:12,Nathan,Pierce,crossnicole@example.net,472-168-8005 x378,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Morgan Reed,New Lead,63,2026-04-05T04:20:12,2026-04-05T02:17:12,,
lead_320a071948da,2026-04-07T13:27:49,Carlos,Werner,williamperkins@example.org,(345) 401-8227 x200,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Morgan Reed,New Lead,50,2026-04-07T14:31:49,2026-04-07T14:34:49,,
lead_df550cf979be,2026-06-11T05:32:11,Andrea,Gilbert,colleenroberson@example.org,320 414 4743,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Morgan Reed,New Lead,61,2026-06-11T05:54:11,2026-06-11T05:36:11,,
lead_adc6fca0b49b,2026-01-30T15:48:15,Sandra,Dalton,jonesterri@example.com,(402) 020-3042,United States,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Morgan Reed,New Lead,63,2026-01-30T17:10:15,2026-01-30T16:34:15,,
lead_e5301340cdbc,2026-06-03T22:23:46,Melissa,Anderson,ijimenez@example.net,135.302.8165,Canada,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Taylor Brooks,Casey Bennett,New Lead,49,2026-06-04T00:27:46,2026-06-03T23:51:46,,
lead_bbab4f2021f5,2026-04-16T07:56:41,Richard,Foster,flemingmallory@example.com,(477) 756-9198,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Riley Carter,New Lead,76,2026-04-16T09:28:41,2026-04-16T08:53:41,,
lead_52cf0ed7cd7c,2026-03-25T13:50:21,David,Jones,pearsonvicki@example.org,+1 (417) 469-0298,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Casey Bennett,New Lead,63,2026-03-25T14:25:21,2026-03-25T13:57:21,,
lead_30d53cc3dd6b,2026-01-07T09:08:15,David,Glover,john84@example.org,+1 (162) 291-3167,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Jordan Lee,Riley Carter,New Lead,56,2026-01-07T09:58:15,2026-01-07T09:30:15,,
lead_c00ff2a9b625,2026-01-27T02:45:38,Walter,Richardson,tanya66@example.com,663-621-9865,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Morgan Reed,New Lead,49,2026-01-27T04:09:38,2026-01-27T03:28:38,,
lead_3cac3ae1498c,2026-05-09T04:11:21,Bruce,Perkins,kevin07@example.com,+1 (534) 933-9650,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Casey Bennett,New Lead,58,2026-05-09T06:37:21,2026-05-09T04:30:21,,
lead_cc949c90dc15,2026-04-09T09:19:24,Deborah,Bennett,klopez@example.com,661 142 4362,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Riley Carter,New Lead,40,2026-04-09T09:38:24,2026-04-09T09:32:24,,
lead_c5ba7aedf9c7,2026-05-29T20:00:45,Shelley,Peters,joseph21@example.net,(280) 879-9196 x234,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Alex Morgan,Riley Carter,New Lead,38,2026-05-29T21:17:45,2026-05-29T20:57:45,,
lead_20a037bc5c4f,2026-03-09T17:53:01,Diane,Duncan,mbaker@example.net,1 (432) 472-5058,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,64,2026-03-09T20:27:01,2026-03-09T18:49:01,,
lead_a624146e437a,2026-03-09T00:28:59,Jeffrey,Green,stacyjohnson@example.net,(611) 587-6054,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Riley Carter,New Lead,47,2026-03-09T02:04:59,2026-03-09T00:36:59,,
lead_f9171f6ac9c5,2026-05-06T20:17:05,Michelle,Osborne,khendricks@example.net,1-475-769-4535,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Morgan Reed,New Lead,41,2026-05-06T21:41:05,2026-05-06T21:43:05,,
lead_9f0270df4644,2026-03-07T13:18:11,Samuel,Elliott,phillip98@example.com,163.421.2545,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Morgan Reed,New Lead,75,2026-03-07T14:06:11,2026-03-07T13:40:11,,
lead_bf4f05e062ec,2026-04-21T07:18:07,Amanda,Odonnell,sara94@example.net,752.692.5596,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,53,2026-04-21T09:34:07,2026-04-21T08:19:07,,
lead_27d2da189ffc,2026-03-03T11:03:49,Kevin,Griffin,castanedajohn@example.com,1-523-591-4261,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Jordan Lee,Riley Carter,New Lead,90,2026-03-03T12:44:49,2026-03-03T11:23:49,,
lead_2a460f0d55fa,2026-01-20T10:17:52,Brian,Contreras,debra93@example.org,761 454 3079,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,71,2026-01-20T13:14:52,2026-01-20T12:30:52,,
lead_fe2953e6e120,2026-02-02T08:32:20,Jeffrey,Townsend,damonsolomon@example.org,681-785-2211,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Morgan Reed,New Lead,54,2026-02-02T11:14:20,2026-02-02T09:07:20,,
lead_447b90599445,2026-06-13T04:27:24,Jessica,Griffin,lucas35@example.net,1-826-874-4701,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,66,2026-06-13T06:49:24,2026-06-13T04:44:24,,
lead_4524772655e7,2026-03-20T01:34:59,James,Hanna,holtrobert@example.com,737 772 9665,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Riley Carter,New Lead,79,2026-03-20T02:36:59,2026-03-20T02:20:59,,
lead_631d10b3f80a,2026-04-25T22:17:21,Jacob,Mcdonald,ramirezbryan@example.org,1 (127) 810-5580,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Riley Carter,New Lead,43,2026-04-25T23:48:21,2026-04-25T23:12:21,,
lead_7d15db58e4dd,2026-03-09T10:36:43,Anthony,Hernandez,jessicajones@example.org,1 (273) 160-9439,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Riley Carter,New Lead,41,2026-03-09T11:00:43,2026-03-09T11:52:43,,
lead_c160cafbb924,2026-05-09T19:55:56,Kayla,Robinson,orice@example.net,672.031.3695,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Casey Bennett,New Lead,71,2026-05-09T22:18:56,2026-05-09T20:19:56,,
lead_c4f4402f5d6f,2026-03-30T00:11:54,Jenna,Holmes,uthompson@example.org,497 352 5953,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Morgan Reed,New Lead,100,2026-03-30T03:07:54,2026-03-30T02:54:54,,
lead_90f35bca4dd7,2026-04-23T00:17:04,Eddie,Hernandez,nperez@example.org,(799) 204-5735 x323,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Taylor Brooks,Casey Bennett,New Lead,64,2026-04-23T02:29:04,2026-04-23T01:10:04,,
lead_7678fec47f4a,2026-04-14T10:39:07,Ronald,Hunter,harrisonchristopher@example.org,(170) 826-9718 x236,Mexico,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Riley Carter,New Lead,71,2026-04-14T13:21:07,2026-04-14T11:29:07,,
lead_a4d019d2690b,2026-04-12T09:57:09,Corey,Henry,randygomez@example.net,(788) 217-6484,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Alex Morgan,Morgan Reed,New Lead,96,2026-04-12T10:53:09,2026-04-12T10:22:09,,
lead_488966ad0d39,2026-05-29T15:37:43,Timothy,Nguyen,david33@example.net,622 801 9442,Mexico,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Casey Bennett,New Lead,65,2026-05-29T16:58:43,2026-05-29T16:16:43,,
lead_cb690fc141a2,2026-05-04T02:18:58,Ann,Santiago,jenniferortega@example.net,625 606 2953,Mexico,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Casey Bennett,New Lead,73,2026-05-04T03:15:58,2026-05-04T03:14:58,,
lead_22a0518db616,2026-05-14T08:58:33,Diana,Mccullough,marissareid@example.net,831-180-4674 x130,Canada,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Alex Morgan,Morgan Reed,New Lead,57,2026-05-14T11:36:33,2026-05-14T10:02:33,,
lead_ab15d886b549,2026-02-17T16:30:59,Elizabeth,Perez,kelsey85@example.org,413-626-0846,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,40,2026-02-17T17:54:59,2026-02-17T16:51:59,,
lead_5f39a9092c41,2026-02-09T05:20:38,Ashley,Cortez,paul54@example.com,755-491-2151,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Casey Bennett,New Lead,69,2026-02-09T06:05:38,2026-02-09T06:07:38,,
lead_964a4bc5d599,2026-05-08T21:37:40,Tiffany,Adams,knightsamantha@example.com,1 (664) 091-9693,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Riley Carter,New Lead,94,2026-05-09T00:02:40,2026-05-08T22:24:40,,
lead_2295a5e3d9fe,2026-01-11T17:50:37,Shannon,Crawford,brianlara@example.org,342-620-1971,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,68,2026-01-11T18:16:37,2026-01-11T18:22:37,,
lead_a522fd7b2666,2026-06-24T03:15:58,Jessica,Davis,charles39@example.org,+1 (996) 789-7609,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Casey Bennett,New Lead,61,2026-06-24T04:53:58,2026-06-24T03:28:58,,
lead_d241609370b7,2026-02-15T20:01:53,Thomas,Jones,ehenry@example.org,992.276.0759,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Taylor Brooks,Morgan Reed,New Lead,70,2026-02-15T20:34:53,2026-02-15T20:58:53,,
lead_5d5a03f61c0d,2026-04-07T09:37:47,Amanda,Alvarez,ogomez@example.org,1-931-916-5430,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,56,2026-04-07T10:05:47,2026-04-07T10:03:47,,
lead_a72bfb85698c,2026-05-24T03:46:13,Emily,Floyd,hunter12@example.org,519 150 5764,Mexico,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Morgan Reed,New Lead,52,2026-05-24T05:30:13,2026-05-24T03:55:13,,
lead_5fe2798a37d1,2026-01-29T00:23:01,Anna,Bryant,timothy00@example.org,+1 (587) 644-8676,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Jordan Lee,Casey Bennett,New Lead,66,2026-01-29T00:55:01,2026-01-29T01:30:01,,
lead_3511c534eebf,2026-04-06T05:14:11,Ashley,Watkins,nicole16@example.org,+1 (656) 045-0063,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Casey Bennett,New Lead,58,2026-04-06T07:35:11,2026-04-06T06:03:11,,
lead_07cc93d3702b,2026-05-13T13:47:30,Leroy,Walker,benjaminstevenson@example.com,+1 (792) 771-1952,France,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,46,2026-05-13T14:55:30,2026-05-13T14:20:30,,
lead_248ee4002ecd,2026-06-09T11:50:24,Jeffrey,Harris,brittney02@example.com,1 (412) 827-6364,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Morgan Reed,New Lead,63,2026-06-09T13:13:24,2026-06-09T12:47:24,,
lead_c03eec417297,2026-05-15T02:48:48,Vanessa,Castaneda,sabrina98@example.net,1 (596) 546-6345,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Casey Bennett,New Lead,58,2026-05-15T05:44:48,2026-05-15T03:37:48,,
lead_ae47aa0453fc,2026-03-12T11:01:38,Nancy,Mcmahon,julie44@example.org,1-591-699-9393,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Casey Bennett,New Lead,75,2026-03-12T14:01:38,2026-03-12T11:06:38,,
lead_1179dbd0e0ba,2026-06-30T02:29:51,Joshua,Hayes,baileynelson@example.com,1-908-822-3095,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Casey Bennett,New Lead,43,2026-06-30T03:39:51,2026-06-30T02:51:51,,
lead_c982033186bd,2026-06-27T20:21:37,Robert,Jacobs,ncummings@example.net,(389) 413-2109 x720,United States,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,50,2026-06-27T22:18:37,2026-06-27T21:18:37,,
