activity_id,lead_id,booking_id,activity_date,representative_name,representative_role,activity_type,activity_result,notes,duration_minutes
act_4b6df4d50f28,lead_03ae2b505c3e,,2026-06-11T03:34:40,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Nesciunt fugit delectus veritatis dolorem numquam laborum eius veniam repellendus.,4
act_4aabfa39cac7,lead_a882dbf16f65,,2026-01-25T12:31:03,Jordan Lee,Setter,Email,Interested,Nemo quam praesentium aliquid temporibus fugit amet itaque.,12
act_bd077214450e,lead_a882dbf16f65,book_42113f202bda,2026-02-11T11:31:03,Riley Carter,Closer,Consultation,Follow Up Required,Neque aspernatur expedita atque occaecati qui architecto sint.,55
act_64da93fe5e10,lead_a882dbf16f65,book_42113f202bda,2026-01-30T21:31:03,Riley Carter,Closer,Follow Up,Follow Up Required,Repudiandae impedit repudiandae fuga porro exercitationem provident minus quasi aperiam facilis vel.,36
act_d41b06d5662c,lead_43dac4a82318,,2026-06-19T04:36:01,Jordan Lee,Setter,Email,Interested,Sequi aperiam nulla nam omnis dolores corrupti eius nobis ab aspernatur veritatis cupiditate quas.,10
act_99ab4dc6926e,lead_43dac4a82318,,2026-07-01T06:36:01,Jordan Lee,Setter,Email,Interested,Vero amet repellat ea minima illum veritatis et omnis recusandae neque temporibus.,7
act_44684199e889,lead_f09a39d0cd20,,2026-06-16T17:28:29,Jordan Lee,Setter,Call,Follow Up Required,Eaque provident officiis porro non cupiditate minima nihil.,11
act_9d12f65b4eb2,lead_f09a39d0cd20,,2026-06-12T18:28:29,Jordan Lee,Setter,SMS,Connected,Quisquam nulla natus illum ab delectus in necessitatibus.,11
act_a830e45e0ace,lead_9770ac108881,,2026-04-11T16:16:00,Alex Morgan,Setter,WhatsApp,Follow Up Required,Deserunt amet eum ipsum eius temporibus cumque enim earum consequuntur natus saepe at.,1
act_11e69a5b91f3,lead_9770ac108881,,2026-04-07T06:16:00,Alex Morgan,Setter,Email,No Answer,Tempora culpa facilis reprehenderit fugiat ratione quasi nisi laborum modi sapiente culpa.,12
act_4407bb93309a,lead_9770ac108881,,2026-04-11T13:16:00,Alex Morgan,Setter,Call,No Answer,Similique beatae inventore porro nam incidunt cumque consectetur illo asperiores explicabo.,7
act_e10e93388539,lead_9770ac108881,,2026-04-05T02:16:00,Alex Morgan,Setter,Call,Interested,Blanditiis debitis repudiandae eos optio quibusdam.,2
act_79b3ee64bbf2,lead_0474a18a8162,,2026-06-01T03:37:48,Alex Morgan,Setter,Call,Interested,Est tempore suscipit in pariatur nulla beatae totam.,6
act_8a26b0f7fc12,lead_0474a18a8162,,2026-05-29T01:37:48,Alex Morgan,Setter,WhatsApp,Interested,Laboriosam numquam maxime error ea reprehenderit earum unde aliquam molestiae sed reiciendis.,3
act_c79a7bc51443,lead_0474a18a8162,,2026-05-25T03:37:48,Alex Morgan,Setter,Call,Follow Up Required,Laudantium minus deleniti praesentium placeat dolorum praesentium asperiores corrupti.,4
act_ec13744991ec,lead_0474a18a8162,,2026-05-24T13:37:48,Alex Morgan,Setter,SMS,Follow Up Required,Non blanditiis doloribus eum repellat commodi iusto unde officia officia.,7
act_502ce9deffcf,lead_5c59e8b2c137,,2026-06-19T13:06:16,Alex Morgan,Setter,SMS,No Answer,Numquam repellendus temporibus aperiam illum consequuntur.,11
act_f77fdcdf27ce,lead_e0893c6c3f88,,2026-03-28T15:44:55,Alex Morgan,Setter,Call,Interested,Tenetur sint cupiditate debitis ab quod repellendus maxime veniam odio.,11
act_88e094a92034,lead_e0893c6c3f88,,2026-03-15T14:44:55,Alex Morgan,Setter,Call,No Answer,Eos dicta doloribus suscipit illum sunt sed corporis officia consequatur libero est.,6
act_0c563ecc32fa,lead_e0893c6c3f88,,2026-03-27T14:44:55,Alex Morgan,Setter,Email,Connected,Consequuntur beatae deserunt consequatur laboriosam sequi.,2
act_9d169bf8c97b,lead_e0893c6c3f88,,2026-03-22T18:44:55,Alex Morgan,Setter,Call,No Answer,Nesciunt debitis commodi aut voluptatibus illum eveniet quidem.,4
act_2f0330ce635c,lead_e0893c6c3f88,book_55c664f0bcdf,2026-03-23T12:44:55,Riley Carter,Closer,Consultation,Qualified,Ducimus distinctio numquam fuga ex aperiam nostrum magni illo doloremque.,33
act_e005da42b589,lead_e0893c6c3f88,book_55c664f0bcdf,2026-03-29T23:44:55,Riley Carter,Closer,Call,Qualified,Maxime adipisci magni doloribus sed nostrum hic.,4
act_18a2d2b1ac49,lead_66c4da594ec3,,2026-05-08T18:47:42,Jordan Lee,Setter,SMS,Connected,Quos eos fugiat saepe ad labore.,7
act_b0509618f486,lead_66c4da594ec3,,2026-05-09T02:47:42,Jordan Lee,Setter,SMS,Follow Up Required,Molestias modi suscipit doloremque iusto facere dolor.,1
act_4a0aeed8de91,lead_66c4da594ec3,,2026-05-10T18:47:42,Jordan Lee,Setter,SMS,No Answer,Pariatur ducimus aliquid voluptatem rem voluptatum omnis omnis voluptatum repellendus tenetur officia perspiciatis.,11
act_7a7113788fa8,lead_66c4da594ec3,,2026-05-07T15:47:42,Jordan Lee,Setter,SMS,Follow Up Required,Voluptates deserunt quaerat sit hic quibusdam quo sint doloribus.,3
act_c633a76109a5,lead_66c4da594ec3,,2026-05-07T20:47:42,Jordan Lee,Setter,Call,Connected,Nulla cum temporibus libero at totam labore molestiae repudiandae hic dolorum est.,5
act_a81c2fbed75b,lead_66c4da594ec3,,2026-05-07T16:47:42,Jordan Lee,Setter,Email,Follow Up Required,Voluptatibus voluptas repellat recusandae porro fugiat nisi id veniam explicabo.,2
act_a60649fc6b0f,lead_66c4da594ec3,book_ee78ae16be97,2026-05-05T04:47:42,Riley Carter,Closer,Follow Up,Qualified,Beatae laboriosam sunt qui aut quaerat in hic veniam dolorem.,30
act_582278b975f4,lead_66c4da594ec3,book_ee78ae16be97,2026-04-26T18:47:42,Riley Carter,Closer,Call,Qualified,Accusamus praesentium unde eum est illum excepturi ex numquam saepe debitis dolore.,9
act_508d1af2f479,lead_fdba01950dce,,2026-02-26T17:16:10,Alex Morgan,Setter,Email,No Answer,In voluptate et non commodi odit nam culpa explicabo maiores eaque alias.,5
act_36bc2bd4e568,lead_fdba01950dce,,2026-03-04T00:16:10,Alex Morgan,Setter,SMS,Follow Up Required,Voluptate perferendis neque exercitationem optio quas.,5
act_5c044061afe2,lead_bc183e3068a3,,2026-02-27T12:17:05,Alex Morgan,Setter,Email,Connected,Pariatur aut esse et porro voluptate officiis minus.,7
act_856b77546219,lead_bc183e3068a3,,2026-03-02T02:17:05,Alex Morgan,Setter,Email,Interested,Odio id dolorem ex aut laudantium.,1
act_75e5cbd55306,lead_bc183e3068a3,,2026-02-25T19:17:05,Alex Morgan,Setter,Email,Follow Up Required,Id eos earum et fuga mollitia enim.,9
act_fe556c7f666b,lead_bc183e3068a3,,2026-02-28T05:17:05,Alex Morgan,Setter,SMS,Connected,Nam porro sapiente vel sequi explicabo libero corrupti fuga commodi assumenda.,8
act_d9e2d7656742,lead_f703684c7550,,2026-07-06T19:32:14,Alex Morgan,Setter,WhatsApp,Connected,Ad consequuntur maxime perferendis ipsa itaque.,10
act_7e58ee7cc424,lead_f703684c7550,,2026-07-11T22:32:14,Alex Morgan,Setter,Email,No Answer,Inventore commodi debitis consequatur repellendus illo ipsa exercitationem rerum optio ipsam sequi.,12
act_5ff3582d4752,lead_f703684c7550,,2026-07-14T23:32:14,Alex Morgan,Setter,WhatsApp,Follow Up Required,Aut placeat deleniti fugit fugit sunt at cum.,5
act_deffc2374f7b,lead_f703684c7550,,2026-07-04T00:32:14,Alex Morgan,Setter,Email,Connected,Dicta debitis voluptatem reprehenderit voluptas nam cumque suscipit officiis modi.,7
act_8ba31cf1b0b2,lead_b3260dc63f37,,2026-02-13T11:27:02,Taylor Brooks,Setter,WhatsApp,No Answer,Dicta omnis odit reprehenderit excepturi quo voluptates iste consectetur explicabo atque aspernatur sint.,5
act_9a9a6f83f47f,lead_b3260dc63f37,,2026-02-23T21:27:02,Taylor Brooks,Setter,WhatsApp,Connected,Maxime fugit sint iusto voluptate sequi nemo dolorum pariatur voluptate.,10
act_1f72521b165a,lead_b3260dc63f37,,2026-02-08T22:27:02,Taylor Brooks,Setter,Email,Connected,Excepturi odio amet nesciunt tenetur doloribus distinctio assumenda delectus dolor illum reprehenderit possimus.,6
act_51ca5e546217,lead_b3260dc63f37,,2026-02-15T13:27:02,Taylor Brooks,Setter,Email,Follow Up Required,Eveniet fugiat id porro quam ab veritatis sapiente itaque a excepturi provident.,5
act_2aa6e7cc3917,lead_b3260dc63f37,,2026-02-20T01:27:02,Taylor Brooks,Setter,SMS,Connected,Labore accusamus tempore quasi a facilis quia eius.,5
act_2860cb906a8b,lead_b3260dc63f37,book_3a11b5cac7a2,2026-02-15T00:27:02,Riley Carter,Closer,Call,Qualified,Magni ipsum aperiam temporibus doloremque quas debitis iusto dolores laborum rerum maxime.,10
act_fdd458314275,lead_b3260dc63f37,book_3a11b5cac7a2,2026-02-23T07:27:02,Riley Carter,Closer,Follow Up,Qualified,Ducimus numquam expedita quidem nulla neque nihil nulla eligendi aspernatur porro.,52
act_30ae9878cf22,lead_4f40862a8c5a,,2026-02-12T01:48:11,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Soluta atque minima laborum porro minima nulla blanditiis ut.,9
act_ef518e746f73,lead_4f40862a8c5a,,2026-02-11T22:48:11,Taylor Brooks,Setter,Call,No Answer,Sed omnis inventore accusantium accusamus eligendi dignissimos qui dolorem exercitationem.,9
act_b22af7e2eca4,lead_4f40862a8c5a,,2026-02-10T03:48:11,Taylor Brooks,Setter,SMS,Connected,A impedit saepe alias unde ipsum inventore.,3
act_c0e7fd811845,lead_4f40862a8c5a,,2026-02-03T12:48:11,Taylor Brooks,Setter,SMS,Connected,Temporibus placeat quis facilis accusantium omnis praesentium odio eligendi.,7
act_3b3f4116a296,lead_d7e80811f8b7,,2026-05-25T16:44:38,Taylor Brooks,Setter,WhatsApp,Connected,Culpa eius optio qui voluptates modi doloribus vero non eos.,1
act_0b3f991b1f7f,lead_d7e80811f8b7,,2026-05-26T03:44:38,Taylor Brooks,Setter,SMS,Follow Up Required,Amet quidem sint molestiae laudantium provident quo iste error sunt cupiditate in.,4
act_010c7c42bf65,lead_d7e80811f8b7,,2026-05-22T20:44:38,Taylor Brooks,Setter,WhatsApp,Interested,Unde voluptas incidunt soluta ipsa exercitationem.,7
act_519463064cdf,lead_d7e80811f8b7,,2026-06-01T16:44:38,Taylor Brooks,Setter,Call,Connected,Harum reprehenderit necessitatibus optio ducimus quidem fugit sint eos modi magnam suscipit.,7
act_81633d497480,lead_d7e80811f8b7,,2026-06-05T18:44:38,Taylor Brooks,Setter,WhatsApp,Interested,Saepe quibusdam corporis voluptate quod inventore.,9
act_e8b58f365547,lead_d7e80811f8b7,book_ed96df1d5f57,2026-05-26T22:44:38,Riley Carter,Closer,Call,Qualified,Corrupti accusantium deleniti modi sapiente aperiam ab veritatis aut iure.,1
act_419a78eae108,lead_d7e80811f8b7,book_ed96df1d5f57,2026-06-03T04:44:38,Riley Carter,Closer,Follow Up,Qualified,Hic soluta aperiam excepturi error itaque deleniti.,39
act_6afcad61abb1,lead_1075e1ca6244,,2026-01-23T11:11:40,Alex Morgan,Setter,WhatsApp,Follow Up Required,Quis sunt vero autem facilis alias.,11
act_57059b8f0c15,lead_1075e1ca6244,,2026-01-20T07:11:40,Alex Morgan,Setter,Email,Follow Up Required,Repudiandae aspernatur magnam dicta officiis exercitationem.,7
act_db5b580f9085,lead_1075e1ca6244,,2026-01-28T11:11:40,Alex Morgan,Setter,Call,No Answer,Ipsa facere voluptatum id modi modi quam mollitia quo.,6
act_48bb16a79a22,lead_718b89a1c8ad,,2026-02-09T14:29:38,Taylor Brooks,Setter,Call,Connected,Quo quas illum a voluptas repudiandae provident ullam quod.,7
act_f78144141a80,lead_718b89a1c8ad,,2026-01-26T14:29:38,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Vel distinctio accusantium perspiciatis autem nisi hic blanditiis repudiandae dicta.,11
act_0ae1974ae332,lead_718b89a1c8ad,,2026-01-25T14:29:38,Taylor Brooks,Setter,Email,Interested,Esse ullam laboriosam reiciendis delectus facere eos mollitia ullam eveniet commodi.,7
act_8bddbb6e33cc,lead_718b89a1c8ad,book_f8f616d99d72,2026-01-21T19:29:38,Casey Bennett,Closer,Follow Up,Qualified,Nesciunt necessitatibus accusamus at ut animi fugiat sit.,38
act_5e31ec320036,lead_718b89a1c8ad,book_f8f616d99d72,2026-01-30T07:29:38,Casey Bennett,Closer,Follow Up,Qualified,Perspiciatis accusamus ullam aut nesciunt ipsum doloremque veniam natus nam esse similique nobis.,37
act_108da06ba671,lead_e2c5d93f0217,,2026-05-08T20:15:38,Alex Morgan,Setter,Email,Interested,Perspiciatis iste labore sit aperiam modi repellendus debitis sunt laborum deleniti.,1
act_b27c9c23045d,lead_e2c5d93f0217,,2026-05-08T07:15:38,Alex Morgan,Setter,Call,Interested,Animi fuga veniam quisquam magnam cumque aliquam dolorum tenetur pariatur.,2
act_45709b3583a2,lead_e2c5d93f0217,book_7f97a3799370,2026-05-20T08:15:38,Casey Bennett,Closer,Follow Up,Follow Up Required,Eligendi repudiandae dignissimos occaecati tempore iusto debitis eveniet laudantium voluptatibus magni ab sequi.,21
act_deaac4adc32c,lead_e2c5d93f0217,book_7f97a3799370,2026-05-12T00:15:38,Casey Bennett,Closer,Consultation,No Answer,Aut eum magni unde deserunt cumque dolor.,20
act_43bd1ad410c6,lead_a650770b11dd,,2026-06-17T05:26:56,Jordan Lee,Setter,Email,No Answer,Architecto nisi molestias fugit voluptate maiores.,6
act_40605d2d76ea,lead_8fa9cb986df3,,2026-01-09T00:06:05,Alex Morgan,Setter,Email,No Answer,Consequatur iure cupiditate exercitationem aut nisi enim illum.,4
act_53471dc29842,lead_8fa9cb986df3,,2026-01-05T01:06:05,Alex Morgan,Setter,Email,Interested,Laudantium eveniet consequuntur ipsum molestiae doloribus excepturi voluptas vitae.,9
act_65b88b9f9dbe,lead_8fa9cb986df3,,2026-01-08T00:06:05,Alex Morgan,Setter,Call,Interested,Vel odit odio eos est ratione nobis error minima excepturi dicta eligendi.,3
act_d8178c933300,lead_8fa9cb986df3,,2026-01-23T04:06:05,Alex Morgan,Setter,SMS,Follow Up Required,Repellendus inventore officia animi similique iusto assumenda.,7
act_6e31b0e7912f,lead_84f7a6bb014d,,2026-03-12T21:11:39,Jordan Lee,Setter,SMS,Connected,Qui voluptatibus hic ea hic unde amet deserunt illo esse assumenda quis.,8
act_6391a64a0172,lead_84f7a6bb014d,,2026-02-25T09:11:39,Jordan Lee,Setter,Call,Interested,Iste saepe sequi aspernatur voluptatibus et doloribus quia repellendus deleniti aut doloremque.,4
act_bdedd328c339,lead_84f7a6bb014d,,2026-02-22T16:11:39,Jordan Lee,Setter,SMS,No Answer,Tempora rerum occaecati praesentium nemo ratione nostrum animi suscipit.,7
act_445cff025116,lead_84f7a6bb014d,,2026-03-10T09:11:39,Jordan Lee,Setter,Call,No Answer,Ipsam molestiae fuga perferendis veniam voluptatum.,8
act_d2bfd9a9a6af,lead_25fed3618a2f,,2026-03-05T17:07:28,Taylor Brooks,Setter,Call,Interested,Reiciendis occaecati assumenda nulla maiores perferendis corrupti quos iure voluptatum voluptatum sapiente reiciendis.,3
act_9c3f445bbb2a,lead_47d5c0b27b0d,,2026-04-12T05:47:12,Jordan Lee,Setter,Email,Interested,Voluptas sit ea vitae minima corrupti earum ratione.,11
act_8f5520c0494f,lead_2af3f12eb60f,,2026-02-17T23:07:16,Taylor Brooks,Setter,WhatsApp,Interested,Blanditiis officiis amet minus accusantium accusamus eveniet alias repellendus quasi numquam.,10
act_bb163d7b180e,lead_2af3f12eb60f,,2026-02-22T20:07:16,Taylor Brooks,Setter,Call,Interested,Modi illo veritatis atque vero ducimus placeat inventore accusantium error omnis accusantium.,3
act_f0187e8c1d83,lead_2af3f12eb60f,,2026-02-19T19:07:16,Taylor Brooks,Setter,WhatsApp,No Answer,Consectetur voluptates laboriosam error illum eligendi corrupti optio expedita odit ea ipsa.,3
act_e2812e1b6e58,lead_974f0468f1cd,,2026-03-05T02:04:44,Taylor Brooks,Setter,WhatsApp,No Answer,Natus saepe qui velit molestiae dolor porro.,5
act_05a0e1046848,lead_974f0468f1cd,,2026-03-21T23:04:44,Taylor Brooks,Setter,SMS,Interested,Dolorem asperiores magni ducimus ipsam ipsam nihil consectetur laboriosam blanditiis itaque dolorum sequi.,9
act_078068d7a07d,lead_974f0468f1cd,,2026-03-09T08:04:44,Taylor Brooks,Setter,SMS,No Answer,Sit eligendi modi itaque sed illo.,1
act_7563f4c5a7f1,lead_665abfa91153,,2026-07-01T20:29:06,Alex Morgan,Setter,WhatsApp,Interested,Temporibus beatae autem aliquid iure harum unde delectus.,4
act_6406829a6b83,lead_665abfa91153,,2026-06-30T20:29:06,Alex Morgan,Setter,Call,Follow Up Required,At consequatur impedit exercitationem alias nulla totam omnis id sit a nihil dicta.,1
act_370f39926462,lead_665abfa91153,,2026-07-01T12:29:06,Alex Morgan,Setter,SMS,Connected,Commodi animi deleniti odit distinctio nemo beatae labore quam corporis inventore voluptate magnam.,7
act_41859c146346,lead_665abfa91153,,2026-07-06T10:29:06,Alex Morgan,Setter,WhatsApp,Interested,Facere qui labore voluptates natus at dicta.,4
act_579621daae02,lead_14de1005081f,,2026-03-11T19:31:48,Jordan Lee,Setter,Call,Interested,Pariatur minima nisi doloribus sed ipsam corporis molestiae hic dolores temporibus.,4
act_87e3c36136b0,lead_14de1005081f,,2026-03-08T08:31:48,Jordan Lee,Setter,SMS,No Answer,Consequatur minima laudantium quidem sapiente delectus laudantium dolor at eveniet maiores cumque.,4
act_2ad08e8c7800,lead_14de1005081f,,2026-03-11T18:31:48,Jordan Lee,Setter,Call,Connected,Molestiae reiciendis eius delectus similique blanditiis.,5
act_54acdc0b61f8,lead_14de1005081f,,2026-03-06T02:31:48,Jordan Lee,Setter,SMS,No Answer,Atque molestias voluptas delectus minima quos nesciunt ea.,7
act_1afc82476c3e,lead_dee3a3d935d2,,2026-02-06T09:47:29,Jordan Lee,Setter,WhatsApp,Interested,Sunt iusto officia eum veritatis totam distinctio at eum.,1
act_7221796e9d0a,lead_dee3a3d935d2,,2026-02-02T05:47:29,Jordan Lee,Setter,SMS,Connected,Omnis suscipit deleniti tenetur eius provident qui delectus animi iure.,7
act_1e5cad4e4e28,lead_dee3a3d935d2,,2026-02-05T12:47:29,Jordan Lee,Setter,Call,Follow Up Required,Repellendus ex tempora saepe nesciunt possimus nisi.,6
act_5ca942a46d90,lead_dee3a3d935d2,,2026-02-14T04:47:29,Jordan Lee,Setter,Call,Follow Up Required,Quasi amet molestiae qui illo voluptatum cum ut voluptatem.,3
act_29564a0252f0,lead_d8176341afd2,,2026-03-13T05:26:23,Alex Morgan,Setter,WhatsApp,Interested,Nesciunt fuga qui aliquam dolor fugiat et voluptatibus enim distinctio incidunt.,6
act_52803c6372b4,lead_d8176341afd2,,2026-03-15T21:26:23,Alex Morgan,Setter,SMS,Follow Up Required,Eligendi exercitationem tempora ab nostrum in ipsam facilis illum recusandae nam aliquam maxime.,3
act_eb840b6d0c77,lead_d8176341afd2,,2026-03-14T19:26:23,Alex Morgan,Setter,Call,Connected,Quaerat at repellat ab id error nihil.,11
act_faf13e8e3fdd,lead_6c334881c913,,2026-04-13T15:40:49,Jordan Lee,Setter,Call,Connected,Cupiditate officia nesciunt nemo fugiat corrupti tenetur.,12
act_5e260a721329,lead_6c334881c913,,2026-04-04T02:40:49,Jordan Lee,Setter,Email,No Answer,Quisquam harum molestiae beatae ipsa iure illo enim.,1
act_d13c7c814fb8,lead_6c334881c913,,2026-04-15T16:40:49,Jordan Lee,Setter,Email,Follow Up Required,Dicta minus magnam alias totam provident odit.,8
act_1daf42f353ed,lead_6c334881c913,,2026-04-16T07:40:49,Jordan Lee,Setter,Call,Follow Up Required,Itaque expedita deserunt quos quos saepe porro est sunt.,1
act_7e1a990462dd,lead_932733e15b7d,,2026-04-26T03:13:01,Taylor Brooks,Setter,WhatsApp,No Answer,Debitis cumque ab amet aut blanditiis cum.,2
act_bce6d53669e0,lead_932733e15b7d,,2026-04-24T13:13:01,Taylor Brooks,Setter,SMS,No Answer,Nostrum eius occaecati explicabo magni tenetur corrupti assumenda cumque.,9
act_7735917436f8,lead_932733e15b7d,,2026-04-19T08:13:01,Taylor Brooks,Setter,Call,Follow Up Required,Quidem fuga aut mollitia suscipit a nobis.,12
act_89808ce97ae3,lead_932733e15b7d,book_5a6950506c50,2026-04-17T10:13:01,Morgan Reed,Closer,Consultation,Qualified,Exercitationem aliquid illum fuga ratione sapiente exercitationem rerum quae sint ad quam error.,27
act_381e232df200,lead_932733e15b7d,book_5a6950506c50,2026-04-23T02:13:01,Morgan Reed,Closer,Consultation,Qualified,Consectetur odit voluptatem mollitia accusamus modi culpa assumenda qui ea.,38
act_711bb9611eac,lead_ea3dd13e6479,,2026-01-16T12:31:47,Jordan Lee,Setter,Email,Interested,Unde dolorum pariatur ex consequuntur non.,7
act_10256cc298c3,lead_ea3dd13e6479,,2026-02-01T05:31:47,Jordan Lee,Setter,Email,Follow Up Required,Eaque non molestias ipsam tempora necessitatibus fugiat aliquid hic enim possimus eveniet nam.,1
act_94ef56a542f3,lead_ea3dd13e6479,,2026-01-18T19:31:47,Jordan Lee,Setter,WhatsApp,Interested,Quibusdam asperiores commodi nulla amet repellat.,3
act_1a1d1d158559,lead_e3f4c977dbbe,,2026-04-20T13:37:39,Jordan Lee,Setter,SMS,No Answer,Quidem excepturi beatae voluptate velit quae inventore minima occaecati.,5
act_33d76b3080da,lead_f5cd2bb46e50,,2026-06-11T03:10:04,Jordan Lee,Setter,WhatsApp,Interested,Ad esse harum quod suscipit exercitationem neque vel.,12
act_54e830666e31,lead_f5cd2bb46e50,,2026-06-18T02:10:04,Jordan Lee,Setter,Email,Interested,Mollitia occaecati illo sapiente odit quidem.,2
act_b6421f7f5bd7,lead_2b456a98ae76,,2026-05-25T01:59:48,Taylor Brooks,Setter,Call,Connected,Voluptatem et vero ut voluptatem at beatae temporibus.,1
act_d5845d86cf0f,lead_2b456a98ae76,,2026-05-27T22:59:48,Taylor Brooks,Setter,Email,No Answer,Temporibus unde quae fugit in quos minus cupiditate ut.,11
act_3ee588948fda,lead_2b456a98ae76,,2026-05-24T19:59:48,Taylor Brooks,Setter,Call,Interested,Incidunt impedit ex nemo necessitatibus qui corporis voluptatum aperiam iure.,5
act_379a0bb73522,lead_2b456a98ae76,,2026-05-11T18:59:48,Taylor Brooks,Setter,Call,Interested,Illo voluptate dignissimos occaecati corporis illum aliquid quo ipsam.,1
act_f94c371d9364,lead_2b456a98ae76,,2026-05-15T17:59:48,Taylor Brooks,Setter,SMS,Connected,At praesentium ipsa quaerat recusandae atque magni voluptatum sit blanditiis consectetur.,7
act_03784d073bfe,lead_2b456a98ae76,book_797d4c01f0ad,2026-05-18T13:59:48,Riley Carter,Closer,Consultation,Qualified,Molestias quaerat adipisci veritatis nihil doloremque.,27
act_bbcbab4c5499,lead_2b456a98ae76,book_797d4c01f0ad,2026-05-19T22:59:48,Riley Carter,Closer,Follow Up,Qualified,Ex quam aliquam pariatur voluptatum dolorum nostrum minus itaque temporibus nam.,60
act_61da67ecf571,lead_fc72f2987281,,2026-05-05T22:40:48,Taylor Brooks,Setter,Email,Connected,Minima sint delectus maiores odit explicabo rem iste eos minima.,12
act_4a980fb4206a,lead_fc72f2987281,,2026-05-08T07:40:48,Taylor Brooks,Setter,Call,No Answer,Aliquid explicabo illum doloremque repudiandae veritatis at porro occaecati voluptatum.,9
act_011216ac34ab,lead_fc72f2987281,,2026-05-04T15:40:48,Taylor Brooks,Setter,Email,No Answer,Placeat ipsa sequi doloribus omnis fuga.,5
act_6d388d005a0d,lead_7680aa53bd67,,2026-03-02T12:33:01,Alex Morgan,Setter,WhatsApp,Follow Up Required,Quidem nihil labore nam ducimus sequi minima cumque reprehenderit minima assumenda nobis.,11
act_3159d3da1541,lead_7680aa53bd67,,2026-03-18T14:33:01,Alex Morgan,Setter,SMS,No Answer,Ipsa illum repudiandae ab excepturi inventore culpa.,8
act_d68a99b032d9,lead_7680aa53bd67,book_45e693dcbab7,2026-03-04T04:33:01,Riley Carter,Closer,Follow Up,No Answer,Tenetur quisquam iusto minima reprehenderit esse repellendus veniam praesentium voluptatum itaque quas illo.,26
act_ef27c6746694,lead_7680aa53bd67,book_45e693dcbab7,2026-03-20T05:33:01,Riley Carter,Closer,Call,No Answer,Ea minima laudantium placeat cum rem.,4
act_572725f862eb,lead_3a54284e0a63,,2026-03-19T06:49:58,Alex Morgan,Setter,Call,Follow Up Required,Hic ipsam culpa eos temporibus facere unde numquam labore labore cumque necessitatibus.,9
act_35ef8cc7c45f,lead_3a54284e0a63,,2026-03-16T20:49:58,Alex Morgan,Setter,Email,Follow Up Required,Saepe rem voluptatibus consequatur laborum recusandae expedita sequi temporibus ea totam.,2
act_42021587e11a,lead_3a54284e0a63,,2026-03-18T11:49:58,Alex Morgan,Setter,WhatsApp,Follow Up Required,Nesciunt dolorem eaque voluptates nisi nisi exercitationem culpa molestiae soluta dolores sit voluptatum.,8
act_f53dbdf9728e,lead_3a54284e0a63,,2026-03-13T03:49:58,Alex Morgan,Setter,Email,No Answer,Aliquid optio quam fugit recusandae ea dignissimos doloremque magnam.,10
act_598464a24d75,lead_66b145596278,,2026-07-06T23:56:18,Taylor Brooks,Setter,WhatsApp,Connected,Incidunt autem aut eligendi facilis aspernatur.,10
act_aff9bf379ba4,lead_66b145596278,book_dbf7bb9235d3,2026-06-23T18:56:18,Morgan Reed,Closer,Call,Qualified,Numquam quia pariatur fugiat totam labore rerum quod omnis sint commodi.,1
act_3b4a387b28f8,lead_66b145596278,book_dbf7bb9235d3,2026-06-24T01:56:18,Morgan Reed,Closer,Call,Qualified,Nostrum praesentium maxime autem recusandae omnis.,7
act_ba87d65130af,lead_b428dcb2a701,,2026-04-14T07:00:49,Taylor Brooks,Setter,SMS,Connected,Dolorem unde ea optio facilis suscipit voluptates error sint molestiae facere animi qui.,11
act_f6c016e07a90,lead_b428dcb2a701,,2026-04-11T13:00:49,Taylor Brooks,Setter,Call,Follow Up Required,Alias ab libero quod quae maxime dolores fugiat saepe minima assumenda.,4
act_ca67f23ef816,lead_b428dcb2a701,,2026-04-12T17:00:49,Taylor Brooks,Setter,WhatsApp,Interested,Eum magni labore voluptates deserunt reprehenderit tempore ducimus hic unde dolorum.,8
act_a851ebc6bd72,lead_b428dcb2a701,,2026-04-14T10:00:49,Taylor Brooks,Setter,Call,Interested,Asperiores voluptatem labore ipsam iusto dolorem omnis reprehenderit quisquam.,5
act_5aac3d95023e,lead_b428dcb2a701,,2026-04-06T11:00:49,Taylor Brooks,Setter,Call,Follow Up Required,Eius beatae corrupti harum animi possimus quod.,12
act_725ee2d7a91a,lead_b428dcb2a701,book_cc1ba3927d7e,2026-04-14T18:00:49,Riley Carter,Closer,Consultation,Qualified,Cumque quae aspernatur nulla tempore earum vel id accusantium velit soluta reiciendis.,36
act_9d7ad0cc5543,lead_b428dcb2a701,book_cc1ba3927d7e,2026-03-30T10:00:49,Riley Carter,Closer,Follow Up,Qualified,A alias aperiam alias ab alias minus corrupti.,57
act_2c7fcc924f04,lead_fa6f5f38d61d,,2026-05-13T12:05:54,Taylor Brooks,Setter,WhatsApp,Interested,Porro delectus veritatis commodi nobis recusandae.,10
act_748001f7ec7e,lead_fa6f5f38d61d,,2026-05-17T05:05:54,Taylor Brooks,Setter,Email,Follow Up Required,Nam sunt quibusdam non nesciunt reiciendis cum corrupti illum odit impedit provident.,1
